-4.9,-1.251684,2.324556,-0.357624,-0.119208,-2.205348,0.119208,0.238416,0.655644,0.119208,-0.834456,0.476832,-0.357624,-1.311288,0.655644,0.834456,1.728516,-0.715248,0.059604
-4.8,1.013268,-0.655644,-5.245152,1.072872,-0.29802,0.536436,-1.013268,-0.417228,0.89406,-0.774852,2.920596,-1.370892,-1.4901,-0.417228,0.953664,0.357624,0.774852,1.430496
-4.7,2.9802,1.609308,-4.17228,-0.357624,-0.357624,0.834456,-0.357624,0.059604,2.741784,1.132476,3.457032,-1.907328,-0.417228,-1.430496,-0.059604,-0.238416,1.609308,2.08614
-4.6,4.4703,3.993468,-2.026536,-1.609308,-1.251684,0.178812,0.715248,-1.072872,2.205348,1.907328,4.053072,-0.715248,0,-1.311288,-1.370892,-0.29802,0,1.251684
-4.5,3.755052,1.132476,-1.668912,-0.953664,0,1.013268,0.119208,0.119208,-1.609308,1.311288,4.291488,-0.655644,-0.178812,0.536436,-0.774852,-1.728516,-1.251684,0.715248
-4.4,2.08614,-2.38416,-0.417228,-1.19208,1.311288,1.072872,1.132476,2.324556,-2.145744,1.78812,2.443764,-0.59604,0.536436,2.026536,0.178812,-2.08614,-1.132476,0.655644
-4.3,4.112676,-1.668912,0.953664,-0.476832,-0.238416,0,2.68218,-0.119208,0.834456,2.38416,0.357624,0.834456,2.503368,0.238416,0.059604,-1.311288,-0.834456,-0.357624
-4.2,5.841192,-0.29802,1.013268,0.59604,-0.417228,0.29802,0.89406,-1.4901,1.013268,0.59604,1.013268,1.19208,2.026536,-0.29802,0.953664,0,-0.476832,-0.29802
-4.1,5.006736,-0.178812,1.072872,0,1.609308,0.119208,-0.357624,-0.89406,-0.774852,0,1.4901,-0.476832,0.178812,2.503368,2.026536,1.072872,-0.774852,1.19208
-4,2.920596,2.443764,1.78812,0.59604,1.251684,0.119208,1.251684,-2.860992,-0.29802,0.953664,-0.178812,-1.728516,0.476832,2.264952,1.4901,0.476832,-0.89406,1.132476
-3.9,1.78812,4.291488,1.78812,0.655644,0.178812,0.476832,1.19208,-2.622576,-0.238416,0,-0.059604,-0.178812,1.013268,-0.238416,1.430496,0.417228,-0.834456,0.655644
-3.8,2.145744,3.159012,0.715248,-1.132476,1.430496,-1.609308,-1.668912,-0.119208,-2.622576,0.178812,1.013268,1.132476,0.476832,0.536436,1.19208,1.132476,-1.370892,0.715248
-3.7,-1.013268,3.397428,0.059604,-0.417228,1.907328,-2.026536,-3.87426,0,-1.847724,0.715248,1.132476,-0.119208,0.536436,1.847724,-0.774852,0.655644,-0.655644,-0.417228
-3.6,-2.026536,3.159012,0.476832,0.119208,0.357624,0.655644,-2.205348,-0.834456,1.311288,0.29802,0.774852,-0.59604,0.655644,0.953664,-1.013268,-0.417228,-0.357624,-1.251684
-3.5,1.549704,0.834456,0,-1.132476,1.370892,0.476832,0.476832,-0.834456,0.774852,2.145744,-1.251684,1.072872,-0.715248,0.119208,0.655644,-0.89406,-0.59604,-0.89406
-3.4,0.357624,-0.774852,-0.59604,-0.119208,3.516636,-0.89406,-0.238416,-0.059604,-0.476832,3.099408,-2.026536,2.205348,-0.834456,0.178812,1.013268,-0.29802,0.476832,-1.370892
-3.3,-0.774852,0.89406,0.238416,2.68218,1.668912,0.119208,-1.19208,-0.059604,0.119208,1.430496,-0.655644,1.609308,1.609308,0.476832,1.013268,0.476832,0.715248,-2.026536
-3.2,2.38416,2.443764,0.29802,3.933864,-0.59604,0.715248,0.059604,-0.238416,-0.357624,0.89406,-0.655644,0.119208,1.78812,0.238416,1.251684,0.059604,0.715248,-0.655644
-3.1,2.503368,-0.417228,-1.251684,1.549704,0.059604,0.417228,-0.238416,-0.655644,-1.549704,1.966932,-1.132476,0.29802,-0.715248,0.238416,0,0.655644,0.357624,1.19208
-3,-0.536436,-1.609308,-3.516636,-0.953664,0.238416,0,-2.08614,-2.801388,-0.655644,3.218616,-0.536436,1.013268,-1.370892,0.715248,-1.4901,2.08614,-0.953664,1.132476
-2.9,-3.516636,0.059604,-5.125944,-1.132476,-0.357624,-0.953664,-1.430496,-2.860992,-0.059604,1.4901,0.059604,0.774852,-0.178812,0.536436,-0.417228,1.132476,-0.238416,0.536436
-2.8,-4.112676,-0.59604,-4.231884,-2.443764,0.476832,-1.19208,-0.119208,-0.238416,0.357624,-2.264952,0.059604,1.013268,0.715248,0.119208,1.19208,-0.774852,0.417228,0
-2.7,-1.370892,-2.145744,-3.27822,-1.19208,1.370892,-1.013268,-0.834456,0.59604,1.728516,-2.264952,-0.655644,0.715248,1.19208,0,0.953664,-0.715248,-0.715248,-0.774852
-2.6,-0.29802,-1.430496,-2.264952,3.397428,2.562972,-1.072872,-0.357624,-0.238416,1.072872,0.417228,-1.370892,0.059604,0.417228,0.238416,-0.178812,0.29802,-0.655644,0.655644
-2.5,-1.728516,2.026536,1.013268,3.397428,2.741784,-1.132476,-0.29802,-1.072872,-0.178812,1.78812,-1.430496,1.19208,-0.953664,-0.59604,-0.715248,0.655644,0.417228,1.966932
-2.4,-1.549704,3.218616,0.834456,0.834456,-0.357624,-0.238416,-1.847724,-0.89406,-0.29802,1.549704,-0.476832,0.834456,-0.238416,-1.728516,0.536436,0.238416,1.251684,0.89406
-2.3,0,-0.536436,-3.099408,-0.476832,-1.4901,0.953664,-0.29802,0.774852,-0.119208,0,0.238416,-0.536436,2.205348,-0.357624,0.715248,0.357624,1.668912,1.370892
-2.2,-0.29802,-1.78812,-0.834456,-1.072872,0.536436,0.774852,1.4901,2.622576,0.29802,-2.08614,-0.238416,0.476832,2.920596,0.059604,-1.013268,0.834456,0.89406,2.741784
-2.1,-1.549704,-0.417228,2.562972,0.953664,-0.476832,-0.357624,1.430496,2.741784,0.059604,-1.78812,-0.655644,0.178812,1.549704,-0.536436,-1.072872,0.834456,0.655644,1.549704
-2,1.19208,-1.132476,1.072872,2.562972,-2.38416,-0.417228,1.370892,2.145744,0.178812,0.774852,-0.476832,-1.78812,0.89406,-0.357624,-1.430496,1.847724,1.847724,0.536436
-1.9,3.814656,0.834456,2.920596,0.834456,-1.072872,0.29802,0.417228,2.026536,1.311288,1.728516,0,-1.668912,0.29802,-0.715248,-1.430496,1.728516,1.549704,0.536436
-1.8,1.847724,1.907328,2.9802,0,0.059604,-0.834456,-1.013268,1.013268,1.549704,1.311288,1.668912,-2.264952,-0.834456,0.119208,0.238416,1.072872,0.476832,-0.655644
-1.7,0.357624,-2.9802,-1.430496,0.834456,-0.059604,-1.907328,-0.953664,1.430496,-0.119208,0.536436,1.966932,-2.622576,-1.132476,1.668912,-0.238416,1.907328,0.29802,-1.251684
-1.6,-0.476832,-4.351092,-0.536436,1.072872,0.059604,0.417228,0.655644,3.099408,-1.549704,-0.357624,-0.178812,-0.476832,-0.29802,1.668912,-0.476832,0.715248,0.476832,-1.132476
-1.5,-0.357624,-1.609308,0.59604,1.251684,-0.834456,1.430496,1.4901,2.026536,-0.29802,0.178812,-1.4901,0.715248,0.417228,0.89406,1.430496,-0.536436,0.476832,-1.728516
-1.4,1.013268,-0.59604,-0.89406,1.430496,-1.78812,0.417228,0.953664,0.476832,0.655644,-0.059604,-0.417228,1.4901,0,-0.119208,0.715248,0,-0.536436,-0.417228
-1.3,0.476832,1.728516,-0.417228,1.549704,-0.536436,1.132476,0.29802,0.238416,0.834456,-1.311288,0.834456,1.311288,-0.774852,0.119208,-0.715248,-0.29802,-0.715248,1.013268
-1.2,0.357624,3.039804,-0.774852,1.78812,0,0.774852,-0.476832,-0.715248,1.728516,-1.430496,1.251684,-1.251684,-0.59604,1.251684,0.119208,0.059604,1.013268,0.178812
-1.1,0,2.264952,-1.78812,1.668912,0,0,0,-1.668912,2.145744,-1.847724,0.417228,-2.145744,-0.655644,1.19208,0.417228,0.417228,1.549704,0.119208
-1,-2.205348,2.562972,-0.774852,0.774852,1.072872,1.19208,1.013268,-1.609308,1.549704,-1.4901,-0.476832,-1.072872,-1.072872,0.774852,0.357624,0.238416,0.834456,1.609308
-0.9,-0.774852,0.953664,0.178812,0.059604,0.715248,0.89406,0.774852,-0.89406,0.357624,-0.119208,0.059604,-0.655644,-0.715248,0.89406,0.178812,1.847724,0.357624,2.026536
